"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"6606",0,0,4483,636,0,15600,2,0,0,1,78,0,4576,16078,14236,12716,9.612,33.773,29.904,26.711,69200,0.2,64070,18
"6607",0,0,2172,342,0,30200,2,0,0,2,5,0,120,713,929,419,5.502,32.691,42.595,19.211,69200,0.2,64070,29
"6608",0,0,4483,636,0,15600,2,0,0,1,78,0,21757,49507,69267,96340,9.185,20.9,29.242,40.672,69200,0.2,64070,18
"6609",0,0,4483,636,0,15600,2,0,0,1,78,0,598,3962,3662,2381,5.64,37.367,34.537,22.456,69200,0.2,64070,18
"6610",5,5,2329,401,5,37400,2,0,0,3,24,0,10590,13913,20218,125092,6.236,8.193,11.906,73.665,69200,0.2,64070,2
"6611",0,0,2172,342,0,30200,2,0,0,2,5,0,1765,8573,7221,8434,6.79,32.982,27.781,32.447,69200,0.2,64070,29
"6612",4.3,83,3277,484,0.5,23200,2,0,0,2,9,4,10590,13913,20218,125092,6.236,8.193,11.906,73.665,69200,0.2,64070,12
"6613",4,92,2305,393,2,28700,2,0,1,2,15,6,26276,101107,99304,122157,7.532,28.983,28.467,35.018,69200,0.2,64070,31
"6614",0,0,2569,438,2,24400,2,0,0,2,9,1,3250,8188,7221,4154,14.246,35.892,31.653,18.209,69200,0.2,64070,5
"6615",0,0,244,119,0,25700,2,0,0,1,11,14,14881,52410,55665,81047,7.295,25.691,27.286,39.728,69200,0.2,64070,34
"6616",3.7,160,818,221,2,26300,2,0,0,2,33,13,36063,101997,84568,101712,11.119,31.448,26.074,31.36,69200,0.2,64070,13
"6617",3.7,160,818,221,2,26300,2,0,0,2,33,13,6055,10752,9645,4238,19.73,35.034,31.427,13.809,69200,0.2,64070,13
"6618",3.2,102,4735,716,0,34900,2,0,0,2,57,2,339,2105,2092,1640,5.489,34.084,33.873,26.554,69200,0.2,64070,25
"6619",2.5,98,1036,155,0,49300,2,0,1,1,9,2,1146,3288,1825,811,16.209,46.506,25.813,11.471,69200,0.2,64070,5
"6620",3.4,22,3762,619,3,72000,2,0,0,1,20,7,3022,5758,3626,1740,21.363,40.704,25.633,12.3,69200,0.2,64070,24
"6621",0,0,2678,489,0,18200,2,0,0,2,3,1,48466,148088,199553,291365,7.05,21.541,29.027,42.382,69200,0.2,64070,17
"6622",0,0,2569,438,2,24400,2,0,0,2,9,1,4235,10190,9806,7497,13.348,32.117,30.906,23.629,69200,0.2,64070,5
"6623",3.8,27,2466,366,0,47800,2,0,0,1,87,0,3502,9500,5478,3753,15.751,42.729,24.639,16.88,69200,0.2,64070,20
"6624",0,0,2569,438,2,24400,2,0,0,2,9,1,10533,38588,38228,60591,7.12,26.084,25.84,40.956,69200,0.2,64070,5
"6625",0,0,2569,438,2,24400,2,0,0,2,9,1,1024,1734,667,471,26.283,44.507,17.12,12.089,69200,0.2,64070,5
"6626",0,0,2359,395,0,25700,2,0,1,2,43,0,63865,82555,107758,214085,13.639,17.63,23.012,45.719,69200,0.2,64070,19
"6627",0,0,2424,415,0,110400,2,0,0,1,9,0,62170,179585,147203,202957,10.503,30.34,24.869,34.288,69200,0.2,64070,17
"6628",0,0,1039,189,0.3,51300,2,0,0,1,0,3,20467,54218,58023,56507,10.817,28.654,30.665,29.864,69200,0.2,64070,14
"6629",3.4,22,3762,619,3,72000,2,0,0,1,20,7,294,1154,1394,541,8.691,34.112,41.206,15.992,69200,0.2,64070,24
"6630",0,0,211,48,0,26200,2,0,0,1,60,15,4388,11365,10640,5573,13.727,35.553,33.285,17.434,69200,0.2,64070,15
"6631",4,98,6411,982,1,59100,2,0,0,3,10,10,3973,7108,4797,1372,23.032,41.206,27.809,7.954,69200,0.2,64070,58
"6632",3.4,22,3762,619,3,72000,2,0,0,1,20,7,1374,5612,4862,3130,9.173,37.468,32.461,20.897,69200,0.2,64070,24
"6633",4.1,85,3794,611,0,45200,2,0,0,3,13,17,6455,16946,16057,7465,13.757,36.114,34.22,15.909,69200,0.2,64070,17
"6634",4,98,6411,982,1,59100,2,0,0,3,10,10,34900,70682,118091,156722,9.175,18.581,31.044,41.2,69200,0.2,64070,58
"6635",2.1,141,2382,325,2,60100,2,0,0,3,79,0,4549,26627,26640,46413,4.364,25.547,25.559,44.53,69200,0.2,64070,21
"6636",0,0,3743,608,0,50400,2,0,1,3,8,17,1771,4582,3321,4254,12.715,32.898,23.844,30.543,69200,0.2,64070,38
"6637",3.4,22,3762,619,3,72000,2,0,0,1,20,7,7186,9422,8750,5764,23.09,30.274,28.115,18.521,69200,0.2,64070,24
"6638",3.3,53,3753,634,0.5,17600,2,1,0,2,53,0,3709,11290,14082,6777,10.344,31.485,39.272,18.9,69200,0.2,64070,18
"6639",3.5,29,862,142,0,24490,2,0,1,1,3,33,3152,13138,10763,14681,7.553,31.48,25.79,35.178,69200,0.2,64070,48
"6640",0,0,3168,529,2,43000,2,0,0,3,0,35,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,141
"6641",3.3,53,3753,634,0.5,17600,2,1,0,2,53,0,1176,2619,1136,702,20.877,46.494,20.167,12.462,69200,0.2,64070,18
"6642",0,0,2472,462,0,50100,2,1,0,1,42,0,3801,7638,5232,2571,19.754,39.694,27.191,13.361,69200,0.2,64070,5
"6643",0,0,2472,462,0,50100,2,1,0,1,42,0,9435,18670,17520,9669,17.063,33.765,31.685,17.487,69200,0.2,64070,5
"6644",0,0,2472,462,0,50100,2,1,0,1,42,0,570,2322,1559,681,11.107,45.246,30.378,13.27,69200,0.2,64070,5
"6645",3.6,59,1433,236,0,20900,2,0,0,1,36,12,286746,380286,490619,311245,19.521,25.889,33.401,21.189,69200,0.2,64070,49
"6646",4,47,874,159,0,33400,2,0,0,1,20,0,930,2675,2503,2586,10.697,30.768,28.79,29.745,69200,0.2,64070,24
"6647",4,47,874,159,0,33400,2,0,0,1,20,0,9256,19570,16198,13673,15.769,33.341,27.596,23.294,69200,0.2,64070,24
"6648",4,47,874,159,0,33400,2,0,0,1,20,0,12358,41481,62916,69464,6.636,22.275,33.786,37.302,69200,0.2,64070,24
"6649",0,0,2235,382,0,52600,2,0,0,1,70,0,1267,3224,2248,968,16.44,41.832,29.168,12.56,69200,0.2,64070,15
"6650",0,0,1611,298,0,39900,2,0,0,1,58,8,799,2529,1525,907,13.872,43.906,26.476,15.747,69200,0.2,64070,8
"6651",0,0,1611,298,0,39900,2,0,0,1,58,8,10893,22999,21512,10792,16.456,34.744,32.497,16.303,69200,0.2,64070,8
"6652",3.7,39,6498,997,1,49600,2,1,0,3,26,1,3262,4950,3730,1885,23.592,35.8,26.976,13.633,69200,0.2,64070,22
"6653",3.8,27,2466,366,0,47800,2,0,0,1,87,0,230,604,647,339,12.637,33.187,35.549,18.626,69200,0.2,64070,20
"6654",3.3,53,2184,402,0,15000,2,0,0,2,79,0,988,4340,3491,2197,8.969,39.397,31.69,19.944,69200,0.2,64070,8
"6655",4,61,2008,372,18,19000,2,0,1,2,19,2,1317,3339,2262,2386,14.155,35.888,24.312,25.645,69200,0.2,64070,10
"6656",3.5,32,871,219,0,48600,2,0,0,3,5,3,10654,36987,37137,35051,8.891,30.866,30.992,29.251,69200,0.2,64070,3
"6657",3.6,37,1002,131,5,38200,2,0,0,3,43,0,2380,3564,2541,1141,24.725,37.025,26.397,11.853,69200,0.2,64070,20
"6658",0,0,2499,388,2,32200,2,0,0,3,43,1,2928,6146,5146,2413,17.604,36.951,30.938,14.507,69200,0.2,64070,16
"6659",0,0,2035,395,0,59500,2,0,0,1,43,0,6683,29499,24822,18867,8.367,36.933,31.078,23.622,69200,0.2,64070,17
"6660",0,0,1997,374,0,23500,2,1,0,1,49,0,446,1652,1645,803,9.811,36.34,36.186,17.664,69200,0.2,64070,13
"6661",2.5,52,1917,344,0,22100,2,0,0,2,15,14,6682,13752,7665,3887,20.89,42.994,23.964,12.152,69200,0.2,64070,23
"6662",3.6,0,2211,387,0,17700,2,0,0,1,4,12,23740,76261,79207,101904,8.445,27.128,28.176,36.25,69200,0.2,64070,29
"6663",4.2,52,1864,341,0,31900,2,0,1,2,46,0,8960,23484,23558,13761,12.843,33.663,33.769,19.725,69200,0.2,64070,11
"6664",0,0,2529,396,0,13400,2,0,0,1,13,0,3250,8188,7221,4154,14.246,35.892,31.653,18.209,69200,0.2,64070,18
"6665",3.6,37,1002,131,5,38200,2,0,0,3,43,0,6402,23064,20872,13556,10.02,36.097,32.667,21.216,69200,0.2,64070,20
"6666",0,0,2151,335,0,87800,2,0,0,1,69,2,7186,9422,8750,5764,23.09,30.274,28.115,18.521,69200,0.2,64070,8
"6667",0,0,2151,335,0,87800,2,0,0,1,69,2,452496,1101156,1638413,1612159,9.419,22.921,34.104,33.557,69200,0.2,64070,8
"6668",3.6,37,1002,131,5,38200,2,0,0,3,43,0,6013,11953,7429,3754,20.628,41.007,25.486,12.879,69200,0.2,64070,20
"6669",3.1,59,3787,577,0,45900,2,1,1,2,34,3,857,4533,4982,3022,6.398,33.844,37.196,22.562,69200,0.2,64070,16
"6670",0,0,2151,335,0,87800,2,0,0,1,69,2,1428,3404,1996,1188,17.814,42.465,24.9,14.82,69200,0.2,64070,8
"6671",3.1,59,3787,577,0,45900,2,1,1,2,34,3,1322,2586,1204,615,23.084,45.155,21.023,10.739,69200,0.2,64070,16
"6672",0,0,2529,396,0,13400,2,0,0,1,13,0,3743,10044,7487,5334,14.067,37.748,28.138,20.047,69200,0.2,64070,18
"6673",3.6,0,1245,185,0,79300,2,0,0,1,15,0,10684,22738,22476,14875,15.096,32.128,31.758,21.018,69200,0.2,64070,23
"6674",0,0,2529,396,0,13400,2,0,0,1,13,0,1024,1734,667,471,26.283,44.507,17.12,12.089,69200,0.2,64070,18
"6675",3.2,692,2107,368,1,61900,2,0,0,1,43,1,3077,5953,2970,1326,23.09,44.672,22.287,9.95,69200,0.2,64070,23
"6676",0,0,2239,409,0,16500,2,0,1,1,38,1,230,604,647,339,12.637,33.187,35.549,18.626,69200,0.2,64070,32
"6677",3.8,0,4505,692,0,28800,2,1,0,2,54,1,1054,1998,1590,1270,17.828,33.796,26.894,21.482,69200,0.2,64070,24
"6678",0,0,2239,409,0,16500,2,0,1,1,38,1,3828,13573,7382,4780,12.949,45.912,24.97,16.169,69200,0.2,64070,32
"6679",3.4,152,1618,298,0,19600,2,0,0,1,8,2,2980,9704,5556,3191,13.905,45.28,25.925,14.89,69200,0.2,64070,26
"6680",0,0,2239,409,0,16500,2,0,1,1,38,1,478,3556,3108,1834,5.325,39.617,34.626,20.432,69200,0.2,64070,32
"6681",3.2,692,2107,368,1,61900,2,0,0,1,43,1,1799,4078,3980,2667,14.364,32.561,31.779,21.295,69200,0.2,64070,23
"6682",3.3,185,3006,439,0,29700,2,0,1,2,2,11,39097,89494,84417,61885,14.223,32.556,30.709,22.512,69200,0.2,64070,28
"6683",3.8,0,4505,692,0,28800,2,1,0,2,54,1,491,1098,1213,773,13.734,30.713,33.93,21.622,69200,0.2,64070,24
"6684",0,0,1312,228,0,18000,2,0,0,1,6,0,8296,15294,13327,4924,19.827,36.553,31.852,11.768,69200,0.2,64070,5
"6685",4.2,52,1864,341,0,31900,2,0,1,2,46,0,3459,12689,9563,7879,10.298,37.776,28.47,23.456,69200,0.2,64070,11
"6686",4.2,52,1864,341,0,31900,2,0,1,2,46,0,843,2025,1572,889,15.819,38,29.499,16.682,69200,0.2,64070,11
"6687",3.6,38,1959,311,0,20400,2,0,0,2,13,0,490,1984,1856,1027,9.147,37.036,34.646,19.171,69200,0.2,64070,7
"6688",0,0,2239,409,0,16500,2,0,1,1,38,1,2888,4381,5809,3396,17.531,26.593,35.262,20.614,69200,0.2,64070,32
"6689",3.6,38,1959,311,0,20400,2,0,0,2,13,0,8296,15294,13327,4924,19.827,36.553,31.852,11.768,69200,0.2,64070,7
"6690",0,0,2151,335,0,87800,2,0,0,1,69,2,4245,17897,13217,7978,9.795,41.297,30.498,18.409,69200,0.2,64070,8
"6691",3.6,980,1064,175,0,23900,2,0,1,1,36,2,40896,42085,42927,22697,27.52,28.32,28.887,15.273,69200,0.2,64070,3
"6692",3.9,109,2384,348,2,42900,2,0,0,3,10,2,1298,2735,1749,897,19.434,40.949,26.187,13.43,69200,0.2,64070,28
"6693",4,93,3402,621,2,41500,2,0,0,1,23,0,1770,4056,4067,3248,13.469,30.865,30.949,24.717,69200,0.2,64070,18
"6694",3.7,86,4638,753,2,46100,2,0,1,3,3,0,1495617,1387980,1763571,2064911,22.282,20.679,26.275,30.764,69200,0.2,64070,2
"6695",3.6,81,4051,636,8,86900,2,1,0,3,26,0,5673,9857,7781,3727,20.982,36.456,28.778,13.784,69200,0.2,64070,18
"6696",0,0,2239,409,0,16500,2,0,1,1,38,1,1974,4183,1597,675,23.419,49.626,18.946,8.008,69200,0.2,64070,32
"6697",0,0,2239,409,0,16500,2,0,1,1,38,1,2770,8431,5774,3646,13.433,40.886,28.001,17.681,69200,0.2,64070,32
"6698",3.3,53,2250,385,0,15000,2,0,0,2,79,0,3709,13581,10085,4584,11.605,42.495,31.556,14.343,69200,0.2,64070,19
"6699",3.3,53,2250,385,0,15000,2,0,0,2,79,0,1747,3029,2506,1147,20.726,35.935,29.731,13.608,69200,0.2,64070,19
"6700",3.3,53,2250,385,0,15000,2,0,0,2,79,0,5742,12221,7224,3330,20.135,42.855,25.332,11.677,69200,0.2,64070,19
"6701",3.7,100,719,118,0,21100,2,0,0,1,55,0,604,2228,4028,6087,4.665,17.209,31.111,47.015,69200,0.2,64070,18
"6702",0,0,2151,335,0,87800,2,0,0,1,69,2,6711,35885,53401,70379,4.034,21.569,32.097,42.301,69200,0.2,64070,8
"6703",3.9,64,5192,834,0.7,57600,2,1,0,2,8,10,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,69
"6704",4.2,52,1864,341,0,31900,2,0,1,2,46,0,78299,202861,219522,311493,9.641,24.977,27.029,38.353,69200,0.2,64070,11
"6705",3.6,67,597,168,2,32100,2,1,0,1,88,0,7574,15554,14523,15464,14.26,29.284,27.343,29.114,69200,0.2,64070,12
"6706",5,5,3075,533,0,17900,2,0,0,1,7,48,8720,22334,14526,10107,15.659,40.106,26.085,18.15,69200,0.2,64070,128
"6707",3.6,80,6924,1098,2,31900,2,0,1,2,6,0,453,1904,1566,729,9.738,40.929,33.663,15.671,69200,0.2,64070,13
"6708",0,0,2151,335,0,87800,2,0,0,1,69,2,4022,7249,6726,5090,17.421,31.399,29.133,22.047,69200,0.2,64070,8
"6709",0,0,2984,442,5,75600,2,1,1,3,52,2,809,2271,2023,875,13.533,37.989,33.841,14.637,69200,0.2,64070,16
"6710",3.4,22,3762,619,3,72000,2,0,0,1,20,7,1792,3256,2757,836,20.738,37.681,31.906,9.675,69200,0.2,64070,24
"6711",0,0,1439,245,0,23900,2,0,0,2,16,0,6034,21916,19393,8469,10.811,39.268,34.747,15.174,69200,0.2,64070,22
"6712",3.3,53,2131,378,0,15100,2,0,0,2,97,28,1561,3309,3237,1690,15.933,33.776,33.041,17.25,69200,0.2,64070,28
"6713",3.3,53,2131,378,0,15100,2,0,0,2,97,28,1217,5954,4338,2269,8.833,43.214,31.485,16.468,69200,0.2,64070,28
"6714",3.3,53,2131,378,0,15100,2,0,0,2,97,28,11615,29508,33941,19314,12.307,31.266,35.963,20.465,69200,0.2,64070,28
"6715",4,63,2199,327,0,36800,2,1,0,1,47,0,2499,8512,15323,9408,6.992,23.815,42.871,26.322,69200,0.2,64070,13
"6716",3.7,100,1041,150,0,19100,2,0,0,1,21,11,1298,2735,1749,897,19.434,40.949,26.187,13.43,69200,0.2,64070,11
"6717",3.7,100,1041,150,0,19100,2,0,0,1,21,11,36063,101997,84568,101712,11.119,31.448,26.074,31.36,69200,0.2,64070,11
"6718",3.7,100,1041,150,0,19100,2,0,0,1,21,11,6055,10752,9645,4238,19.73,35.034,31.427,13.809,69200,0.2,64070,11
"6719",0,0,5172,727,0,40300,2,1,1,2,14,2,1672,2948,1196,588,26.109,46.034,18.676,9.182,69200,0.2,64070,7
"6720",0,0,1791,346,0,45100,2,1,0,1,77,0,242,1466,1534,887,5.861,35.505,37.152,21.482,69200,0.2,64070,6
"6721",0,0,1791,346,0,45100,2,1,0,1,77,0,2326,11398,10074,6441,7.692,37.693,33.315,21.3,69200,0.2,64070,6
"6722",0,0,1791,346,0,45100,2,1,0,1,77,0,3363,7534,7026,2892,16.157,36.195,33.755,13.894,69200,0.2,64070,6
"6723",3.5,18,4679,731,0.3,52700,2,0,1,3,14,1,48466,148088,199553,291365,7.05,21.541,29.027,42.382,69200,0.2,64070,15
"6724",3.3,53,2131,378,0,15100,2,0,0,2,97,28,3474,7050,8061,7727,13.203,26.794,30.636,29.367,69200,0.2,64070,28
"6725",0,0,4483,636,0,15600,2,0,0,1,78,0,7574,15554,14523,15464,14.26,29.284,27.343,29.114,69200,0.2,64070,18
"6726",3.3,53,2131,378,0,15100,2,0,0,2,97,28,2938,5284,3253,1086,23.39,42.067,25.898,8.646,69200,0.2,64070,28
"6727",3.7,97,837,122,3,55000,2,1,0,1,81,5,7819,25821,22917,15092,10.913,36.038,31.985,21.064,69200,0.2,64070,5
"6728",0,0,1759,254,3,31700,2,1,0,1,5,0,7661,12576,10354,4852,21.615,35.482,29.213,13.69,69200,0.2,64070,13
"6729",2.5,52,1917,344,0,22100,2,0,0,2,15,14,1145,2188,1439,475,21.822,41.7,27.425,9.053,69200,0.2,64070,23
"6730",0,0,4483,636,0,15600,2,0,0,1,78,0,6472,10926,18967,30558,9.671,16.326,28.342,45.661,69200,0.2,64070,18
"6731",3.6,67,2180,408,0,21400,2,0,1,1,99,0,13089,40596,21412,18609,13.968,43.323,22.85,19.859,69200,0.2,64070,29
"6732",0,0,4483,636,0,15600,2,0,0,1,78,0,2284,5093,4200,1630,17.294,38.563,31.801,12.342,69200,0.2,64070,18
"6733",0,0,4483,636,0,15600,2,0,0,1,78,0,1716,3139,2669,1052,20.009,36.602,31.122,12.267,69200,0.2,64070,18
"6734",0,0,2569,438,2,24400,2,0,0,2,9,1,1480,3988,3553,2535,12.807,34.51,30.746,21.937,69200,0.2,64070,5
"6735",4,92,2305,393,2,28700,2,0,1,2,15,6,1340,5827,6400,3292,7.948,34.563,37.962,19.527,69200,0.2,64070,31
"6736",3.9,49,1557,233,0,26900,2,0,0,1,90,0,7691,25735,23746,16891,10.384,34.747,32.062,22.806,69200,0.2,64070,14
"6737",3.4,22,3762,619,3,72000,2,0,0,1,20,7,13622,39363,29893,20846,13.133,37.95,28.82,20.098,69200,0.2,64070,24
"6738",3.9,1147,3319,568,0,22600,2,0,0,1,29,8,293959,406630,672249,788922,13.598,18.81,31.097,36.494,69200,0.2,64070,32
"6739",3.7,160,818,221,2,26300,2,0,0,2,33,13,21307,39964,41158,27300,16.424,30.806,31.726,21.044,69200,0.2,64070,13
"6740",0,0,5782,895,3,70500,2,0,1,3,79,1,51469,154724,151203,211692,9.044,27.188,26.569,37.198,69200,0.2,64070,6
"6741",0,0,5572,856,2,42100,2,0,0,1,78,20,11761,26855,26862,18656,13.979,31.919,31.928,22.174,69200,0.2,64070,42
"6742",0,0,2569,438,2,24400,2,0,0,2,9,1,9030,21989,21058,21329,12.301,29.955,28.687,29.056,69200,0.2,64070,5
"6743",3.3,53,2250,385,0,15000,2,0,0,2,79,0,2434,4661,2556,1248,22.332,42.765,23.452,11.451,69200,0.2,64070,19
"6744",0,0,1180,274,2,58300,2,0,1,1,28,0,4040,12134,9842,5206,12.94,38.864,31.523,16.674,69200,0.2,64070,10
"6745",3.8,0,1660,268,0,35400,2,0,0,3,10,5,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,34
"6746",0,0,2209,320,0,29700,2,0,1,2,16,0,452496,1101156,1638413,1612159,9.419,22.921,34.104,33.557,69200,0.2,64070,13
"6747",3.6,67,597,168,2,32100,2,1,0,1,88,0,598,2384,7000,5816,3.785,15.091,44.309,36.815,69200,0.2,64070,12
"6748",3.6,37,1002,131,5,38200,2,0,0,3,43,0,173869,352734,380754,260985,14.882,30.191,32.589,22.338,69200,0.2,64070,20
"6749",0,0,4325,646,0,157100,2,0,0,3,43,0,403,1899,2598,1388,6.409,30.2,41.317,22.074,69200,0.2,64070,8
"6750",0,0,785,131,0,22700,2,0,1,2,72,0,10161,29254,34469,26095,10.163,29.26,34.476,26.1,69200,0.2,64070,22
"6751",4,98,6411,982,1,59100,2,0,0,3,10,10,586,4148,4754,4180,4.287,30.348,34.782,30.582,69200,0.2,64070,58
"6752",0,0,211,48,0,26200,2,0,0,1,60,15,570,2322,1559,681,11.107,45.246,30.378,13.27,69200,0.2,64070,15
"6753",0,0,727,141,0,44700,2,0,0,1,0,4,3801,7638,5232,2571,19.754,39.694,27.191,13.361,69200,0.2,64070,70
"6754",4,98,6411,982,1,59100,2,0,0,3,10,10,13622,39363,29893,20846,13.133,37.95,28.82,20.098,69200,0.2,64070,58
"6755",4.1,85,3794,611,0,45200,2,0,0,3,13,17,298,767,1142,752,10.071,25.921,38.594,25.414,69200,0.2,64070,17
"6756",3.4,129,1141,203,0,17400,2,0,0,1,20,0,35709,32280,40116,18166,28.28,25.564,31.77,14.387,69200,0.2,64070,8
"6757",0,0,3743,608,0,50400,2,0,1,3,8,17,14727,37729,33943,25985,13.104,33.572,30.203,23.122,69200,0.2,64070,38
"6758",3.2,35,2591,469,5,62100,2,1,0,1,0,2,36063,101997,84568,101712,11.119,31.448,26.074,31.36,69200,0.2,64070,38
"6759",0,0,3041,542,0,90400,2,0,0,1,93,0,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,26
"6760",4,98,6411,982,1,59100,2,0,0,3,10,10,2819,9028,6896,4714,12.018,38.487,29.398,20.096,69200,0.2,64070,58
"6761",3.4,36,4260,695,0,24500,2,0,0,1,56,0,8896,22827,28749,22395,10.735,27.547,34.693,27.025,69200,0.2,64070,16
"6762",3.3,53,3753,634,0.5,17600,2,1,0,2,53,0,342,403,594,302,20.841,24.558,36.197,18.403,69200,0.2,64070,18
"6763",4,98,6411,982,1,59100,2,0,0,3,10,10,2667,12006,10293,16966,6.36,28.632,24.547,40.461,69200,0.2,64070,58
"6764",4.5,60,1643,267,0,30600,2,0,0,1,69,1,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,69200,0.2,64070,11
"6765",4,5,2546,406,2,85800,2,0,0,3,18,4,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,28
"6766",0,0,1570,260,0,28300,2,0,0,2,25,0,4095,14241,12036,5957,11.272,39.2,33.131,16.397,69200,0.2,64070,13
"6767",4,61,2008,372,18,19000,2,0,1,2,19,2,4576,16078,14236,12716,9.612,33.773,29.904,26.711,69200,0.2,64070,10
"6768",4,61,2008,372,18,19000,2,0,1,2,19,2,21757,49507,69267,96340,9.185,20.9,29.242,40.672,69200,0.2,64070,10
"6769",3.4,177,3067,508,0,29800,2,0,0,2,87,7,2938,5284,3253,1086,23.39,42.067,25.898,8.646,69200,0.2,64070,7
"6770",4.1,237,1668,307,0,23800,2,0,0,1,38,0,286746,380286,490619,311245,19.521,25.889,33.401,21.189,69200,0.2,64070,13
"6771",4,61,2008,372,18,19000,2,0,1,2,19,2,3346,7709,5352,3003,17.239,39.717,27.573,15.471,69200,0.2,64070,10
"6772",2.5,52,1917,344,0,22100,2,0,0,2,15,14,9914,37442,36816,19488,9.564,36.12,35.516,18.8,69200,0.2,64070,23
"6773",0,0,2082,270,0.5,31600,2,0,0,2,19,0,3801,7638,5232,2571,19.754,39.694,27.191,13.361,69200,0.2,64070,22
"6774",4.2,50,5091,731,3,104100,2,0,0,3,13,0,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,0
"6775",4.2,50,5091,731,3,104100,2,0,0,3,13,0,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,69200,0.2,64070,0
"6776",3,0,3899,649,0,25800,2,0,1,1,9,1,2273,9899,14600,24144,4.464,19.442,28.675,47.419,69200,0.2,64070,23
"6777",4,61,2008,372,18,19000,2,0,1,2,19,2,2214,3643,2800,1209,22.441,36.925,28.38,12.254,69200,0.2,64070,10
"6778",0,0,2097,377,4,35900,2,0,0,3,7,15,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,135
"6779",0,0,2097,377,4,35900,2,0,0,3,7,15,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,69200,0.2,64070,135
"6780",0,0,1997,374,0,23500,2,1,0,1,49,0,8176,13704,13821,10990,17.511,29.35,29.601,23.538,69200,0.2,64070,13
"6781",3.7,108,5542,848,0,30400,2,0,1,2,35,6,1700,3490,2191,1107,20.028,41.117,25.813,13.042,69200,0.2,64070,6
"6782",0,0,2499,388,2,32200,2,0,0,3,43,1,9797,28238,35148,23153,10.17,29.312,36.485,24.034,69200,0.2,64070,16
"6783",2.5,52,1917,344,0,22100,2,0,0,2,15,14,5385,17247,18657,18612,8.99,28.793,31.146,31.071,69200,0.2,64070,23
"6784",0,0,3795,582,1,23900,2,0,0,2,28,0,3689,10554,7553,2954,14.905,42.642,30.517,11.935,69200,0.2,64070,2
"6785",0,0,3795,582,1,23900,2,0,0,2,28,0,1165,7059,8293,5419,5.311,32.18,37.805,24.704,69200,0.2,64070,2
"6786",0,0,2529,396,0,13400,2,0,0,1,13,0,7211,24610,20267,22794,9.63,32.865,27.065,30.44,69200,0.2,64070,18
"6787",3.8,11,4016,678,0,42700,2,0,0,2,11,7,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,36
"6788",3.8,84,3896,626,3,102500,2,1,0,3,55,2,160845,155318,173507,747953,12.996,12.55,14.019,60.435,69200,0.2,64070,18
"6789",3.2,932,1419,279,0,28600,2,0,1,1,4,15,1495617,1387980,1763571,2064911,22.282,20.679,26.275,30.764,69200,0.2,64070,15
"6790",0,0,997,132,0,42500,2,0,0,1,5,1,36063,101997,84568,101712,11.119,31.448,26.074,31.36,69200,0.2,64070,23
"6791",0,0,4371,740,0,45200,2,1,0,2,1,3,10590,13913,20218,125092,6.236,8.193,11.906,73.665,69200,0.2,64070,25
"6792",3.2,692,2107,368,1,61900,2,0,0,1,43,1,2892,12785,9753,10433,8.064,35.65,27.195,29.091,69200,0.2,64070,23
"6793",3.6,0,1245,185,0,79300,2,0,0,1,15,0,2928,6146,5146,2413,17.604,36.951,30.938,14.507,69200,0.2,64070,23
"6794",3.2,692,2107,368,1,61900,2,0,0,1,43,1,4382,5881,5392,2876,23.647,31.736,29.097,15.52,69200,0.2,64070,23
"6795",3.6,0,1245,185,0,79300,2,0,0,1,15,0,857,4533,4982,3022,6.398,33.844,37.196,22.562,69200,0.2,64070,23
"6796",3.8,0,4505,692,0,28800,2,1,0,2,54,1,7864,30723,46723,109822,4.03,15.745,23.944,56.281,69200,0.2,64070,24
"6797",3.6,0,1245,185,0,79300,2,0,0,1,15,0,1322,2586,1204,615,23.084,45.155,21.023,10.739,69200,0.2,64070,23
"6798",3.9,11,2894,441,0,47300,2,0,0,1,18,0,1758,6563,3989,1915,12.359,46.137,28.042,13.462,69200,0.2,64070,13
"6799",3.9,11,2894,441,0,47300,2,0,0,1,18,0,1730,5189,3079,2273,14.098,42.287,25.092,18.523,69200,0.2,64070,13
"6800",0,0,2209,320,0,29700,2,0,1,2,16,0,3555,7363,4764,1935,20.179,41.795,27.042,10.984,69200,0.2,64070,13
"6801",3.9,11,2894,441,0,47300,2,0,0,1,18,0,2620,6626,4348,2844,15.939,40.309,26.451,17.301,69200,0.2,64070,13
